record_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu
f1_fuel_2008_12_31_0_11,31,2008,cones. 4 - csp share,oil,bbl,3730.0,5.825064,120.923,132.707,20.759
f1_fuel_2008_12_31_0_13,31,2008,zimmer - csp share,coal,ton,1074940.0,25.464000000000002,45.418,46.903,1.784
f1_fuel_2008_12_31_0_14,31,2008,zimmer - csp share,oil,bbl,20182.0,5.7612239999999995,119.458,138.51,20.735
f1_fuel_2008_12_31_1_1,31,2008,beckjord - csp share,coal,ton,65447.0,23.0,65.075,72.05,2.829
f1_fuel_2008_12_31_1_2,31,2008,beckjord - csp share,oil,bbl,1114.0,5.772438,146.152,131.936,25.319
f1_fuel_2008_12_31_1_4,31,2008,stuart - csp share,coal,ton,1735841.0,22.388,49.963,51.537,2.232
f1_fuel_2008_12_31_1_5,31,2008,stuart - csp share,oil,bbl,14042.0,5.7707999999999995,98.244,98.108,17.024
f1_fuel_2008_12_31_1_7,31,2008,waterford,gas,mcf,2143490.0,1.036,11.467,11.491,11.069
f1_fuel_2008_12_31_1_10,31,2008,darby,gas,mcf,310131.0,1.029,12.004,12.004,11.666
f1_fuel_2008_12_127_0_1,127,2008,amos-opco share,coal,ton,1468355.0,23.956000000000003,55.978,61.98,2.337
f1_fuel_2008_12_127_0_2,127,2008,amos-opco share,oil,bbl,14409.0,5.872398,124.101,130.045,21.133
f1_fuel_2008_12_127_0_4,127,2008,amos-total,coal,ton,6621460.0,24.0,58.507,63.211,2.438
f1_fuel_2008_12_127_0_5,127,2008,amos-total,oil,bbl,69120.0,5.862528,124.65,128.623,21.262
f1_fuel_2008_12_127_0_7,127,2008,sporn-opco share,coal,ton,1430435.0,23.534,63.178,68.963,2.685
f1_fuel_2008_12_127_0_8,127,2008,sporn-opco share,oil,bbl,22158.0,5.7608880000000005,134.127,136.284,23.282
f1_fuel_2008_12_127_0_10,127,2008,sporn-total,coal,ton,2156320.0,23.528,63.779,69.06,2.711
f1_fuel_2008_12_127_0_11,127,2008,sporn-total,oil,bbl,28924.0,5.759880000000001,133.6,135.436,23.195
f1_fuel_2008_12_127_0_13,127,2008,gavin,coal,ton,8540640.0,24.246,38.064,38.927,1.57
f1_fuel_2008_12_127_0_14,127,2008,gavin,oil,bbl,40378.0,5.852532,97.232,95.264,16.614
f1_fuel_2008_12_127_1_1,127,2008,cardinal-opco share,coal,ton,1600125.0,24.080000000000002,47.813,48.526,1.986
f1_fuel_2008_12_127_1_2,127,2008,cardinal-opco share,oil,bbl,24643.0,5.841737999999999,125.038,128.052,21.404
f1_fuel_2008_12_127_1_4,127,2008,cardinal-total,coal,ton,4174342.0,23.92,53.634,52.666,2.242
f1_fuel_2008_12_127_1_5,127,2008,cardinal-total,oil,bbl,89500.0,5.846316,128.076,128.031,21.907
f1_fuel_2008_12_127_1_7,127,2008,muskingum,coal,ton,3630446.0,24.918,53.319,54.905,2.14
f1_fuel_2008_12_127_1_8,127,2008,muskingum,oil,bbl,34022.0,5.812968,125.575,126.199,21.603
f1_fuel_2008_12_127_1_10,127,2008,mitchell,coal,ton,4342291.0,25.058,46.963,47.447,1.874
f1_fuel_2008_12_127_1_11,127,2008,mitchell,oil,bbl,32056.0,5.8016700000000005,113.7,168.877,19.598
f1_fuel_2008_12_127_1_13,127,2008,kammer,coal,ton,1424573.0,23.016,69.073,79.07,3.001
f1_fuel_2008_12_127_1_14,127,2008,kammer,oil,bbl,8970.0,5.834514,123.986,121.785,21.25
f1_fuel_2008_12_213_0_1,213,2008,colby gt,gas,mcf,44468.0,0.997,1.04,1.04,1.043
f1_fuel_2008_12_213_0_4,213,2008,great bend,gas,mcf,647.0,1.002,10.64,10.64,10.619
f1_fuel_2008_12_213_0_5,213,2008,great bend,oil,bbl,71.0,5.796,34.06,34.06,5.876
f1_fuel_2008_12_213_0_7,213,2008,goodman energy ctr,gas,mcf,277642.0,1.022,10.0,15.71,9.785
f1_fuel_2008_12_119_0_1,119,2008,michgan city,coal,ton,1294584.0,18.881999999999998,39.07,36.99,2.069
f1_fuel_2008_12_119_0_2,119,2008,michgan city,gas,mcf,198980.0,1.014,0.298,0.298,9.949
f1_fuel_2008_12_119_0_7,119,2008,bailly,coal,ton,1204836.0,23.605999999999998,47.27,47.21,2.002
f1_fuel_2008_12_119_0_8,119,2008,bailly,gas,mcf,236759.0,1.011,0.116,0.116,9.048
f1_fuel_2008_12_119_0_10,119,2008,rm schahfer,coal,ton,5546284.0,20.218,40.39,41.21,1.997
f1_fuel_2008_12_119_0_11,119,2008,rm schahfer,gas,mcf,376119.0,1.013,0.23,0.23,9.447
f1_fuel_2008_12_119_0_13,119,2008,dh mitchell,gas,mcf,2377.0,1.012,0.0,0.0,12.396
f1_fuel_2008_12_119_1_1,119,2008,bailly,gas,mcf,6814.0,1.009,2.114,2.114,9.985
f1_fuel_2008_12_119_1_4,119,2008,rm schahfer,gas,mcf,266770.0,1.012,0.296,0.296,10.953
f1_fuel_2008_12_119_1_7,119,2008,sugar creek,gas,mcf,1250772.0,1.017,10.94,10.94,10.53
f1_fuel_2008_12_128_0_1,128,2008,kyger creek,coal,ton,3524167.0,19.742,39.076,38.586,1.9617
f1_fuel_2008_12_128_0_2,128,2008,kyger creek,oil,gal,393334.0,5.712000000000001,3.116,2.961,22.91479
f1_fuel_2008_12_72_0_1,72,2008,clifty creek,coal,ton,4344759.0,19.912,39.895,39.898,2.02586
f1_fuel_2008_12_72_0_2,72,2008,clifty creek,oil,gal,423297.0,5.712000000000001,3.049,3.078,23.23038
f1_fuel_2008_12_70_0_1,70,2008,jim bridger,coal,ton,2870982.0,18.526,28.166,28.599,1.515
f1_fuel_2008_12_70_0_2,70,2008,jim bridger,oil,bbl,14542.0,5.880000000000001,56.726,135.187,9.648
f1_fuel_2008_12_70_0_4,70,2008,boardman,coal,ton,237858.0,16.692,23.993,24.118,1.43
f1_fuel_2008_12_70_0_5,70,2008,boardman,oil,bbl,637.0,5.8296,119.861,170.788,20.56
f1_fuel_2008_12_70_0_7,70,2008,valmy,coal,ton,870880.0,19.604,43.107,43.859,2.238
f1_fuel_2008_12_70_0_8,70,2008,valmy,oil,bbl,9916.0,5.828676000000001,140.821,139.262,24.16
f1_fuel_2008_12_70_0_10,70,2008,danskin,gas,mcf,1570200.0,1.038,7.845,7.845,7.558
f1_fuel_2008_12_70_0_13,70,2008,bennett mountain,gas,mcf,512253.0,1.038,9.835,9.835,9.475
f1_fuel_2008_12_148_0_1,148,2008,tulsa,gas,mcf,3618900.0,1.028,8.337,8.337,8.107
f1_fuel_2008_12_148_0_4,148,2008,riverside 1 & 2,gas,mcf,19875835.0,1.031,7.869,7.869,7.63
f1_fuel_2008_12_148_0_5,148,2008,riverside 1 & 2,oil,bbl,2451.0,5.80272,109.429,109.429,18.858
f1_fuel_2008_12_148_0_7,148,2008,northeastern 1&2,gas,mcf,31748459.0,1.021,8.233,8.233,8.067
f1_fuel_2008_12_148_0_11,148,2008,northeastern 3&4,gas,mcf,311394.0,1.018,80.65,8.065,7.919
f1_fuel_2008_12_148_0_13,148,2008,comanche,gas,mcf,11612745.0,1.0250000000000001,8.115,8.115,7.918
f1_fuel_2008_12_148_1_1,148,2008,southwestern 1 - 3,gas,mcf,8476191.0,1.0410000000000001,8.361,8.361,8.032
f1_fuel_2008_12_148_1_4,148,2008,oklaunion,coal,ton,398838.0,16.744,32.982,32.982,1.97
f1_fuel_2008_12_148_1_5,148,2008,oklaunion,oil,bbl,2146.0,5.88084,114.285,114.285,19.434
f1_fuel_2008_12_148_1_7,148,2008,weleetka,gas,mcf,21284.0,1.0230000000000001,9.689,9.689,9.476
f1_fuel_2008_12_148_1_10,148,2008,riverside 3 & 4,gas,mcf,439685.0,1.031,8.811,8.811,8.55
f1_fuel_2008_12_148_1_13,148,2008,southwestern 4 & 5,gas,mcf,426050.0,1.039,9.062,9.062,8.725
f1_fuel_2008_12_227_0_1,227,2008,campbell #3,coal,ton,69487.0,21.25,35.441,37.001,3.423
f1_fuel_2008_12_227_0_4,227,2008,hersey,gas,mcf,181674.0,1.024,9.725,8.53,9.497
f1_fuel_2008_12_227_0_10,227,2008,burnips,gas,mcf,34584.0,1.03,9.614,6.48,9.334
f1_fuel_2008_12_227_1_1,227,2008,gaylord,gas,mcf,21343.0,0.9430000000000001,11.262,13.2,11.943
f1_fuel_2008_12_245_0_1,245,2008,cardinal - total,coal,ton,4174342.0,23.92,53.634,52.666,2.242
f1_fuel_2008_12_245_0_2,245,2008,cardinal - total,oil,bbl,89500.0,5.846316,128.076,128.031,21.907
f1_fuel_2008_12_245_0_4,245,2008,cardinal - buckeye,coal,ton,2574217.0,23.824,51.0,53.14,2.141
f1_fuel_2008_12_245_0_5,245,2008,cardinal - buckeye,oil,bbl,64857.0,5.847996,129.93,131.43,22.218
f1_fuel_2008_12_245_0_7,245,2008,greenville,gas,mcf,233784.0,1.019,10.8,10.8,10.6
f1_fuel_2008_12_79_0_1,79,2008,montrose,coal,ton,2026988.0,17.465999999999998,29.898,29.684,1.712
f1_fuel_2008_12_79_0_2,79,2008,montrose,oil,bbl,25954.0,5.748918,117.938,111.149,20.515
f1_fuel_2008_12_79_0_4,79,2008,hawthorn 5,coal,ton,2101211.0,16.888,16.999,16.865,1.007
f1_fuel_2008_12_79_0_5,79,2008,hawthorn 5,gas,mcf,163019.0,1.0,7.51,7.51,7.51032
f1_fuel_2008_12_79_0_10,79,2008,lacygne 50%,coal,ton,2939509.0,17.008,20.417,19.806,1.2
f1_fuel_2008_12_79_0_11,79,2008,lacygne 50%,oil,bbl,24131.0,5.748666,124.37,135.455,21.635
f1_fuel_2008_12_79_0_13,79,2008,hawthorn 7 & 8,gas,mcf,234514.0,1.0,9.502,9.502,9.50218
f1_fuel_2008_12_79_1_4,79,2008,iatan 70%,coal,ton,1762180.0,16.968,16.953,16.447,0.999
f1_fuel_2008_12_79_1_5,79,2008,iatan 70%,oil,bbl,4036.0,5.7623999999999995,110.597,139.309,19.193
f1_fuel_2008_12_79_1_7,79,2008,hawthorn 6 & 9,gas,mcf,2514981.0,1.0,6.333,6.333,6.33284
f1_fuel_2008_12_79_1_10,79,2008,northeast,oil,bbl,10106.0,5.757864,61.073,94.353,10.607
f1_fuel_2008_12_79_1_13,79,2008,wolf creek,nuclear,mmbtu,41273785.0,1e-06,0.436,0.436,0.436
f1_fuel_2008_12_79_1_14,79,2008,wolf creek,oil,bbl,2958.0,5.796504,86.705,127.399,14.958
f1_fuel_2008_12_79_2_1,79,2008,west gardner,gas,mcf,1015602.0,1.0,8.213,8.213,8.21274
f1_fuel_2008_12_79_2_4,79,2008,osawatomie,gas,mcf,32442.0,1.0,8.673,8.673,8.673020000000001
f1_fuel_2008_12_182_0_1,182,2008,sibley,coal,ton,1451137.0,18.62,34.22,18.58,1.838
f1_fuel_2008_12_182_0_4,182,2008,ralph green,gas,mcf,71583.0,1.0,5.313,5.313,5.31315
f1_fuel_2008_12_182_0_7,182,2008,jeffrey energy cntr,coal,ton,718032.0,16.812,26.57,26.73,1.58
f1_fuel_2008_12_182_0_8,182,2008,jeffrey energy cntr,oil,bbl,1599.0,6.325200000000001,151.198,121.67,23.9
f1_fuel_2008_12_182_1_1,182,2008,nevada,oil,bbl,557.0,5.736066,116.221,113.643,20.261
f1_fuel_2008_12_182_1_4,182,2008,pueblo airport,oil,bbl,5277.0,5.712000000000001,93.494,93.495,16.361
f1_fuel_2008_12_182_1_7,182,2008,w. n. clark,coal,ton,74828.0,22.372,58.294,52.433,2.606
f1_fuel_2008_12_182_1_10,182,2008,pueblo,gas,mcf,18576.0,0.855,9.932,9.932,12.622
f1_fuel_2008_12_182_1_13,182,2008,pueblo,oil,bbl,45167.0,5.712000000000001,109.237,109.853,18.318
f1_fuel_2008_12_182_2_1,182,2008,rocky ford,oil,bbl,20778.0,5.712000000000001,168.06,143.814,14.22
f1_fuel_2008_12_182_2_4,182,2008,south harper,gas,mcf,1047748.0,1.0,12.214,12.214,12.21352
f1_fuel_2008_12_182_2_7,182,2008,lake road,coal,ton,397003.0,20.562,59.769,31.388,2.907
f1_fuel_2008_12_182_2_8,182,2008,lake road,gas,mcf,810494.0,1.0,18.31,18.31,18.315630000000002
f1_fuel_2008_12_182_2_12,182,2008,lake road,oil,bbl,3142.0,5.760972000000001,81.782,68.391,14.196
f1_fuel_2008_12_182_3_1,182,2008,cross road,gas,mcf,30419.0,1.0,6.22,6.22,6.220320000000001
f1_fuel_2008_12_182_3_4,182,2008,iatan,coal,ton,450537.0,16.988,18.087,16.467,1.065
f1_fuel_2008_12_161_0_4,161,2008,four corners,coal,ton,2703057.0,17.858,32.766,0.0,1.835
f1_fuel_2008_12_161_0_5,161,2008,four corners,gas,mcf,111014.0,1.08,16.119,16.119,14.925
f1_fuel_2008_12_161_1_7,161,2008,barre sub-peaker,gas,mcf,55430.0,1.028,9.213,9.213,8.959
f1_fuel_2008_12_161_1_10,161,2008,center sub-peaker,gas,mcf,48684.0,1.0250000000000001,9.318,9.318,9.094
f1_fuel_2008_12_161_1_13,161,2008,grapeland sub-peaker,gas,mcf,43246.0,1.03,9.56,9.56,9.279
f1_fuel_2008_12_161_2_1,161,2008,mira loma sub peaker,gas,mcf,51817.0,1.03,8.799,8.799,8.542
f1_fuel_2008_12_120_0_1,120,2008,black dog 3 & 4,coal,ton,910296.0,17.032,29.872,27.371,1.754
f1_fuel_2008_12_120_0_2,120,2008,black dog 3 & 4,gas,mcf,193407.0,1.0250000000000001,10.709,10.709,10.451
f1_fuel_2008_12_120_0_3,120,2008,black dog 3 & 4,oil,bbl,39.0,5.833632,111.946,111.946,19.19
f1_fuel_2008_12_120_0_4,120,2008,mn valley,coal,ton,386.0,27.304,74.721,74.721,2.737
f1_fuel_2008_12_120_0_7,120,2008,wilmarth,waste,ton,171414.0,0.005712,11.841,2.0,1.037
f1_fuel_2008_12_120_0_8,120,2008,wilmarth,gas,mcf,37455.0,1.014,9.289,9.289,9.165
f1_fuel_2008_12_120_0_13,120,2008,riverside,coal,ton,949145.0,18.098,44.4,40.737,2.453
f1_fuel_2008_12_120_0_14,120,2008,riverside,gas,mcf,67975.0,1.0050000000000001,9.671,9.671,9.626
f1_fuel_2008_12_120_0_15,120,2008,riverside,oil,bbl,2046.0,5.910366,118.947,118.947,20.125
f1_fuel_2008_12_120_1_4,120,2008,a s king,coal,ton,1809904.0,17.426000000000002,30.272,27.595,1.737
f1_fuel_2008_12_120_1_5,120,2008,a s king,gas,mcf,40849.0,1.017,7.23,7.23,7.111
f1_fuel_2008_12_120_1_7,120,2008,sherburne county,coal,ton,7167810.0,17.65,31.746,30.628,1.799
f1_fuel_2008_12_120_1_9,120,2008,sherburne county,oil,bbl,23743.0,5.298762,91.622,91.622,17.291
f1_fuel_2008_12_120_1_10,120,2008,blue lake,gas,mcf,231228.0,1.011,16.066,16.066,15.89
f1_fuel_2008_12_120_1_12,120,2008,blue lake,oil,bbl,3053.0,5.795664,88.322,88.322,15.239
f1_fuel_2008_12_120_1_13,120,2008,granite city,gas,mcf,2017.0,1.0219999999999998,12.629,12.629,12.363
f1_fuel_2008_12_120_1_15,120,2008,granite city,oil,bbl,98.0,5.860469999999999,66.739,66.739,11.388
f1_fuel_2008_12_120_2_2,120,2008,key city,gas,mcf,1750.0,1.012,23.17,23.17,22.895
f1_fuel_2008_12_120_2_5,120,2008,monticello,nuclear,gramsU,410825.0,0.122968,0.0,0.0,0.531
f1_fuel_2008_12_120_2_8,120,2008,inver hills,gas,mcf,366227.0,1.01,9.456,9.456,9.361
f1_fuel_2008_12_120_2_9,120,2008,inver hills,oil,bbl,17008.0,5.893314,56.893,56.893,9.654
f1_fuel_2008_12_120_2_11,120,2008,prairie island,nuclear,gramsU,773947.0,0.110775,0.0,0.0,0.591
f1_fuel_2008_12_120_2_14,120,2008,angus anson,gas,mcf,1287531.0,1.013,11.232,11.232,11.089
f1_fuel_2008_12_120_2_15,120,2008,angus anson,oil,bbl,28643.0,5.803182,104.149,104.149,17.947
f1_fuel_2008_12_120_3_2,120,2008,black dog 2&5,gas,mcf,2633051.0,1.017,9.83,9.83,9.669
f1_fuel_2008_12_120_3_5,120,2008,"high bridge 7,8 & 9",gas,mcf,4882985.0,1.0070000000000001,10.565,10.565,10.49
f1_fuel_2008_12_191_0_1,191,2008,tecumseh,coal,ton,899482.0,17.682883,21.86,22.03,1.24
f1_fuel_2008_12_191_0_2,191,2008,tecumseh,gas,mcf,92339.0,1.008989,9.21,9.21,9.13
f1_fuel_2008_12_191_0_4,191,2008,tecumseh,gas,mcf,1150.0,1.009565,9.3,9.3,9.21
f1_fuel_2008_12_191_0_7,191,2008,lawrence,coal,ton,2356223.0,17.691068,21.56,22.11,1.22
f1_fuel_2008_12_191_0_8,191,2008,lawrence,gas,mcf,47368.0,1.005489,8.8,8.8,8.75
f1_fuel_2008_12_191_0_10,191,2008,hutchinson,gas,mcf,3045240.0,1.001218,7.63,7.63,7.62
f1_fuel_2008_12_191_0_13,191,2008,hutchinson,gas,mcf,88855.0,1.008835,7.54,7.54,7.48
f1_fuel_2008_12_191_0_14,191,2008,hutchinson,oil,bbl,961.0,5.815993,30.6,63.15,5.26
f1_fuel_2008_12_191_1_1,191,2008,gordon evans ctf,gas,mcf,783711.0,1.025693,10.18,10.18,9.92
f1_fuel_2008_12_191_1_4,191,2008,spring creek,gas,mcf,180244.0,1.031907,9.6,9.6,9.3
f1_fuel_2008_12_191_1_7,191,2008,abilene,gas,mcf,98260.0,1.003481,8.58,8.58,8.55
f1_fuel_2008_12_191_1_10,191,2008,jeffrey (jec),coal,ton,6320828.0,16.778781,26.26,27.28,1.57
f1_fuel_2008_12_191_1_11,191,2008,jeffrey (jec),oil,bbl,14093.0,5.825627,122.75,144.7,21.07
f1_fuel_2008_12_191_2_1,191,2008,emporia ctf,gas,mcf,2064374.0,1.013864,6.85,6.85,6.76
f1_fuel_2008_12_281_0_3,281,2008,prairie creek 123,gas,,70751.0,1.0,1.39,1.39,1.39
f1_fuel_2008_12_281_0_4,281,2008,prairie creek 4,coal,ton,228307.0,16.996000000000002,29.93,29.62,1.76
f1_fuel_2008_12_281_0_5,281,2008,prairie creek 4,oil,bbl,375.0,5.817,140.64,154.27,24.18
f1_fuel_2008_12_281_0_6,281,2008,prairie creek 4,gas,mcf,161513.0,1.017,11.48,9.0,11.29
f1_fuel_2008_12_281_0_9,281,2008,red cedar,gas,mcf,2422.0,1.017,10.74,10.74,10.56
f1_fuel_2008_12_281_0_10,281,2008,sixth street,coal,ton,38118.0,16.75,29.76,29.71,1.78
f1_fuel_2008_12_281_0_12,281,2008,sixth street,gas,mcf,284151.0,1.017,10.14,8.67,9.97
f1_fuel_2008_12_281_0_14,281,2008,emery,oil,bbl,804.0,5.817,84.84,0.0,14.58
f1_fuel_2008_12_281_0_15,281,2008,emery,gas,mcf,6956678.0,1.0,7.94,7.94,7.94
f1_fuel_2008_12_281_1_1,281,2008,sutherland,coal,ton,503557.0,18.29,31.56,31.69,1.73
f1_fuel_2008_12_281_1_3,281,2008,sutherland,gas,mcf,152906.0,1.0,9.86,9.86,9.86
f1_fuel_2008_12_281_1_5,281,2008,marshalltown,oil,bbl,26264.0,5.817,129.43,165.13,22.25
f1_fuel_2008_12_281_1_7,281,2008,ottumwa,coal,ton,1332425.0,16.752,24.11,26.03,1.44
f1_fuel_2008_12_281_1_8,281,2008,ottumwa,oil,bbl,5233.0,5.880000000000001,112.8,120.73,19.18
f1_fuel_2008_12_281_1_10,281,2008,george neal # 3,coal,ton,630562.0,17.172,18.06,18.37,1.05
f1_fuel_2008_12_281_1_12,281,2008,george neal # 3,gas,mcf,17128.0,1.017,9.97,9.98,9.81
f1_fuel_2008_12_281_1_15,281,2008,grinnell,gas,mcf,5618.0,1.0,10.86,10.86,10.86
f1_fuel_2008_12_281_2_2,281,2008,centerville,oil,bbl,3478.0,5.817,110.65,143.66,19.02
f1_fuel_2008_12_281_2_4,281,2008,burlington,coal,ton,764749.0,16.712,21.68,22.01,1.3
f1_fuel_2008_12_281_2_6,281,2008,burlington,gas,mcf,9698.0,1.0250000000000001,9.64,9.64,9.41
f1_fuel_2008_12_281_2_9,281,2008,burlington ct,gas,mcf,2631.0,1.032,5.94,5.94,5.75
f1_fuel_2008_12_281_2_11,281,2008,agency street,oil,bbl,350.0,5.817,75.87,0.0,13.04
f1_fuel_2008_12_281_2_12,281,2008,agency street,gas,mcf,1380.0,1.028,7.12,7.12,6.93
f1_fuel_2008_12_281_2_13,281,2008,m. l. kapp,coal,ton,482504.0,16.71,27.85,30.14,1.67
f1_fuel_2008_12_281_2_15,281,2008,m. l. kapp,gas,mcf,43600.0,1.0,10.529,10.529,10.529
f1_fuel_2008_12_281_3_1,281,2008,dubuque,coal,ton,244431.0,17.958,33.96,33.89,1.89
f1_fuel_2008_12_281_3_2,281,2008,dubuque,oil,bbl,42.0,5.880000000000001,85.02,65.45,14.46
f1_fuel_2008_12_281_3_3,281,2008,dubuque,gas,mcf,37430.0,1.017,10.09,10.09,9.92
f1_fuel_2008_12_281_3_4,281,2008,lansing,coal,ton,1202768.0,17.357999999999997,36.36,37.46,2.1
f1_fuel_2008_12_281_3_5,281,2008,lansing,oil,bbl,4248.0,5.880000000000001,132.27,140.14,22.5
f1_fuel_2008_12_281_3_8,281,2008,fox lake,oil,bbl,24622.0,6.51,43.76,43.35,6.72
f1_fuel_2008_12_281_3_9,281,2008,fox lake,gas,mcf,77771.0,1.014,10.3,10.3,10.16
f1_fuel_2008_12_281_3_10,281,2008,george neal #4,coal,ton,745324.0,17.436,18.58,18.31,1.07
f1_fuel_2008_12_281_3_11,281,2008,george neal #4,oil,bbl,3342.0,5.769372,128.06,128.42,22.2
f1_fuel_2008_12_281_3_13,281,2008,louisa,coal,ton,125702.0,16.722,19.44,19.47,1.16
f1_fuel_2008_12_281_3_14,281,2008,louisa,oil,bbl,3.0,5.769372,57.25,0.0,9.92
f1_fuel_2008_12_281_3_15,281,2008,louisa,gas,mcf,6658.0,1.016,9.65,9.65,9.5
f1_fuel_2008_12_281_4_2,281,2008,montgomery,oil,bbl,1341.0,5.880000000000001,90.49,58.31,15.39
f1_fuel_2008_12_281_4_5,281,2008,lime creek,oil,bbl,13956.0,5.880000000000001,128.66,125.91,21.88
f1_fuel_2008_12_17_0_1,17,2008,cape fear,oil,bbl,3774.0,5.829726000000001,101.497,138.47,17.4117
f1_fuel_2008_12_17_0_2,17,2008,cape fear,coal,ton,779356.0,24.323999999999998,87.05,90.219,3.5787
f1_fuel_2008_12_17_0_4,17,2008,cape fear,oil,bbl,5016.0,5.8813439999999995,101.312,138.47,17.2244
f1_fuel_2008_12_17_0_7,17,2008,w.h. weatherspoon,oil,bbl,5114.0,5.855346000000001,97.923,115.96,16.7242
f1_fuel_2008_12_17_0_8,17,2008,w.h. weatherspoon,coal,ton,360287.0,24.508,80.883,87.038,3.3001
f1_fuel_2008_12_17_0_10,17,2008,w.h. weatherspoon,oil,bbl,5324.0,5.850726000000001,95.507,115.96,16.325499999999998
f1_fuel_2008_12_17_0_13,17,2008,h.f. lee,oil,bbl,14143.0,5.880000000000001,106.367,126.52,18.09
f1_fuel_2008_12_17_0_14,17,2008,h.f. lee,coal,ton,712455.0,24.34,94.627,103.228,3.8878
f1_fuel_2008_12_17_1_1,17,2008,h.f. lee,oil,bbl,1777.0,5.863704,102.149,126.52,17.419700000000002
f1_fuel_2008_12_17_1_4,17,2008,l.v. sutton,oil,bbl,22398.0,5.644506000000001,120.115,126.64,21.28
f1_fuel_2008_12_17_1_5,17,2008,l.v. sutton,coal,ton,1316569.0,24.57,82.774,88.284,3.3688000000000002
f1_fuel_2008_12_17_1_7,17,2008,l.v. sutton,oil,bbl,1863.0,5.795916,139.436,126.64,24.0565
f1_fuel_2008_12_17_1_10,17,2008,h.b. robinson,oil,bbl,2983.0,5.83527,84.183,91.42,14.4246
f1_fuel_2008_12_17_1_11,17,2008,h.b. robinson,coal,ton,431649.0,24.008000000000003,70.661,72.673,2.9433
f1_fuel_2008_12_17_1_13,17,2008,h.b. robinson,gas,mcf,3151.0,1.031,11.944,0.0,11.5888
f1_fuel_2008_12_17_2_1,17,2008,asheville,oil,bbl,8560.0,5.8272900000000005,90.15,80.8,15.4705
f1_fuel_2008_12_17_2_2,17,2008,asheville,coal,ton,993854.0,24.444,78.359,77.435,3.2056
f1_fuel_2008_12_17_2_4,17,2008,roxboro,oil,bbl,39087.0,5.8148159999999995,110.314,116.57,18.971400000000003
f1_fuel_2008_12_17_2_5,17,2008,roxboro,coal,ton,6075624.0,24.598,83.331,85.452,3.3876
f1_fuel_2008_12_17_2_10,17,2008,mayo,oil,bbl,15991.0,5.818722,102.242,113.65,17.571099999999998
f1_fuel_2008_12_17_2_11,17,2008,mayo,coal,ton,1492186.0,24.442,82.342,82.114,3.3688000000000002
f1_fuel_2008_12_17_3_4,17,2008,morehead,oil,bbl,101.0,5.863326,179.696,133.03,30.7562
f1_fuel_2008_12_17_3_7,17,2008,blewett,oil,bbl,1230.0,5.892936,52.076,0.0,8.8404
f1_fuel_2008_12_17_3_10,17,2008,darlington,oil,bbl,26052.0,5.837538,72.772,98.29,12.466199999999999
f1_fuel_2008_12_17_3_11,17,2008,darlington,gas,mcf,1303528.0,1.031,11.028,0.0,10.6927
f1_fuel_2008_12_17_4_1,17,2008,asheville,oil,bbl,110693.0,5.829432,90.507,80.8,15.5259
f1_fuel_2008_12_17_4_2,17,2008,asheville,gas,mcf,1419798.0,1.029,11.174,0.0,10.8564
f1_fuel_2008_12_17_4_4,17,2008,wayne county,oil,bbl,14573.0,5.842745999999999,76.906,81.22,13.162700000000001
f1_fuel_2008_12_17_4_5,17,2008,wayne county,gas,mcf,737512.0,1.029,11.202,0.0,10.8835
f1_fuel_2008_12_17_4_7,17,2008,richmond county,oil,bbl,17139.0,5.83632,58.656,76.87,10.0504
f1_fuel_2008_12_17_4_8,17,2008,richmond county,gas,mcf,20425838.0,1.031,10.965,0.0,10.639700000000001
f1_fuel_2008_12_80_0_1,80,2008,murray gill,gas,mcf,2833601.0,1.040717,8.32,8.32,8.0
f1_fuel_2008_12_80_0_4,80,2008,gordon evans,gas,mcf,5901750.0,1.027978,8.27,8.27,8.05
f1_fuel_2008_12_80_0_5,80,2008,gordon evans,oil,bbl,86.0,5.838826,37.27,0.0,6.38
f1_fuel_2008_12_80_0_10,80,2008,lacygne #1 (50%),coal,ton,1449374.0,17.330421,21.24,20.77,1.24
f1_fuel_2008_12_80_0_11,80,2008,lacygne #1 (50%),oil,bbl,15675.0,5.748781,128.91,136.56,22.42
f1_fuel_2008_12_80_0_13,80,2008,lacygne #2 (50%),coal,ton,1537180.0,16.704144,19.65,20.48,1.18
f1_fuel_2008_12_80_0_14,80,2008,lacygne #2 (50%),oil,bbl,8363.0,5.747302,128.91,136.56,22.43
f1_fuel_2008_12_80_1_4,80,2008,jeffrey 20%,coal,ton,1755651.0,16.778726,26.22,27.28,1.56
f1_fuel_2008_12_80_1_5,80,2008,jeffrey 20%,oil,bbl,3914.0,5.825038,122.75,144.7,21.07
f1_fuel_2008_12_80_1_7,80,2008,neosho,gas,mcf,58643.0,1.007878,7.96,7.96,7.89
f1_fuel_2008_12_80_1_14,80,2008,wolf creek 47%,oil,bbl,2958.0,5.670149,86.7,127.4,15.29
f1_fuel_2008_12_170_0_3,170,2008,big bend,coal,ton,4038111.0,23.334,69.069,69.654,2.96
f1_fuel_2008_12_170_0_9,170,2008,phillips,oil,bbl,31689.0,6.273540000000001,98.515,92.747,15.703
